schema_version,trip_id,device_id,sequence,timestamp,latitude,longitude,horizontal_accuracy_m,altitude_m,vertical_accuracy_m,speed_mps,course_deg
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,357,2026-08-28T23:29:45Z,37.5711801,126.9761711,40.7,10.2,11.0,0.42,57.0
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,358,2026-08-28T23:29:50Z,37.5714042,126.9765504,29.5,12.9,21.7,0.41,53.3
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,359,2026-08-28T23:29:55Z,37.5715811,126.9768302,29.4,16.9,19.1,0.34,51.4
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,360,2026-08-28T23:30:00Z,37.5715554,126.9768449,13.4,22.9,12.4,0.51,155.6
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,361,2026-08-28T23:30:05Z,37.5715861,126.9768426,11.2,9.1,19.8,0.11,356.6
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,362,2026-08-28T23:30:10Z,37.571644,126.976871,10.7,12.7,9.8,0.16,21.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,363,2026-08-28T23:30:15Z,37.5716776,126.9768997,4.0,12.9,15.2,1.1,34.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,364,2026-08-28T23:30:20Z,37.5717311,126.9769409,7.1,11.8,8.2,1.66,31.4
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,365,2026-08-28T23:30:25Z,37.5717814,126.9769231,13.3,9.3,15.2,0.99,344.4
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,366,2026-08-28T23:30:30Z,37.5717938,126.9769882,11.0,16.4,16.3,1.69,76.5
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,367,2026-08-28T23:30:35Z,37.571858,126.9769746,9.5,18.5,14.3,1.03,350.5
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,368,2026-08-28T23:30:40Z,37.5718913,126.9770071,6.3,21.1,21.5,1.63,37.8
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,369,2026-08-28T23:30:45Z,37.5719493,126.9770286,4.9,16.3,8.9,0.99,16.4
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,370,2026-08-28T23:30:50Z,37.5720061,126.9770389,12.8,9.0,9.6,1.06,8.1
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,371,2026-08-28T23:30:55Z,37.5720463,126.9770555,9.2,9.7,10.9,1.3,18.1
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,372,2026-08-28T23:31:00Z,37.5720857,126.9770845,13.3,17.4,21.4,1.01,30.3
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,373,2026-08-28T23:31:05Z,37.5721173,126.9771169,5.1,15.0,13.4,1.62,39.1
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,374,2026-08-28T23:31:10Z,37.5721581,126.9771237,10.7,9.9,15.7,1.39,7.5
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,375,2026-08-28T23:31:15Z,37.5721965,126.9771623,10.5,10.0,15.8,0.77,38.5
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,376,2026-08-28T23:31:20Z,37.5722484,126.9772043,13.9,23.5,10.4,0.73,32.7
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,377,2026-08-28T23:31:25Z,37.5722742,126.9772642,12.2,9.3,16.5,0.87,61.5
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,378,2026-08-28T23:31:30Z,37.5723097,126.9772689,9.4,21.6,11.9,1.37,6.0
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,379,2026-08-28T23:31:35Z,37.5723733,126.9772997,10.3,12.5,19.8,1.03,21.0
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,380,2026-08-28T23:31:40Z,37.5724012,126.977343,10.6,10.7,13.3,1.62,50.8
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,381,2026-08-28T23:31:45Z,37.5724378,126.977362,6.6,23.8,9.0,1.29,22.5
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,382,2026-08-28T23:31:50Z,37.5724631,126.9773798,11.5,18.1,20.1,0.73,29.1
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,383,2026-08-28T23:31:55Z,37.5725019,126.9774208,12.7,10.7,16.2,0.76,40.0
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,384,2026-08-28T23:32:00Z,37.5725703,126.9774621,11.0,17.3,14.3,1.36,25.6
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,385,2026-08-28T23:32:05Z,37.5725928,126.9774753,7.1,18.0,10.7,1.44,24.9
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,386,2026-08-28T23:32:10Z,37.5726447,126.9774907,9.3,20.5,21.2,1.54,13.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,387,2026-08-28T23:32:15Z,37.5726652,126.9775248,7.2,13.0,17.8,0.71,52.8
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,388,2026-08-28T23:32:20Z,37.5727255,126.9775504,10.1,15.1,17.2,0.71,18.7
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,389,2026-08-28T23:32:25Z,37.5727498,126.9775961,6.2,16.9,18.5,1.13,56.1
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,390,2026-08-28T23:32:30Z,37.5727978,126.977628,4.3,23.5,20.8,1.42,27.8
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,391,2026-08-28T23:32:35Z,37.5728305,126.977644,5.6,18.7,10.7,1.59,21.3
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,392,2026-08-28T23:32:40Z,37.572883,126.9776974,8.9,17.9,15.8,0.85,38.9
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,393,2026-08-28T23:32:45Z,37.5728985,126.9777365,12.4,24.5,20.6,1.33,63.5
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,394,2026-08-28T23:32:50Z,37.5729419,126.9777395,12.1,24.4,14.8,1.13,3.1
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,395,2026-08-28T23:32:55Z,37.5729796,126.9777878,8.3,13.6,19.4,1.45,45.4
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,396,2026-08-28T23:33:00Z,37.5730328,126.9778073,6.3,18.2,13.6,1.25,16.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,397,2026-08-28T23:33:05Z,37.5730531,126.9778495,10.0,24.0,11.0,0.71,58.8
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,398,2026-08-28T23:33:10Z,37.5731029,126.9778725,7.5,14.5,20.1,1.28,20.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,399,2026-08-28T23:33:15Z,37.5731293,126.9779152,6.6,21.8,12.3,1.05,52.1
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,400,2026-08-28T23:33:20Z,37.5731694,126.9779452,9.5,14.3,12.5,0.89,30.6
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,401,2026-08-28T23:33:25Z,37.5732317,126.9779734,11.9,23.9,16.5,0.9,19.8
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,402,2026-08-28T23:33:30Z,37.5732576,126.9779972,4.8,17.8,14.7,1.41,36.1
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,403,2026-08-28T23:33:35Z,37.5732989,126.9780502,6.5,8.2,21.0,1.13,45.4
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,404,2026-08-28T23:33:40Z,37.5733389,126.9781077,13.0,20.9,14.2,0.77,48.7
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,405,2026-08-28T23:33:45Z,37.5733818,126.9781083,6.3,13.3,15.9,0.94,0.6
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,406,2026-08-28T23:33:50Z,37.5734188,126.9781456,5.5,16.5,11.1,1.62,38.7
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,407,2026-08-28T23:33:55Z,37.5734435,126.978184,13.2,20.8,21.6,0.86,51.0
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,408,2026-08-28T23:34:00Z,37.5734819,126.9782274,5.7,23.0,14.0,1.24,41.9
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,409,2026-08-28T23:34:05Z,37.5735191,126.9782554,5.7,12.6,18.3,1.28,30.8
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,410,2026-08-28T23:34:10Z,37.5735466,126.9782829,12.1,8.1,18.5,1.36,38.5
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,411,2026-08-28T23:34:15Z,37.5735927,126.9783017,10.8,10.8,11.7,1.67,17.9
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,412,2026-08-28T23:34:20Z,37.5736282,126.9783501,11.5,8.9,19.4,1.6,47.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,413,2026-08-28T23:34:25Z,37.5736418,126.9783853,13.9,13.6,14.8,1.32,64.1
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,414,2026-08-28T23:34:30Z,37.5737125,126.9784083,14.0,19.7,19.6,1.03,14.5
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,415,2026-08-28T23:34:35Z,37.5737431,126.9784561,7.2,10.7,18.2,1.14,51.0
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,416,2026-08-28T23:34:40Z,37.5737809,126.9784708,8.4,10.4,11.9,0.88,17.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,417,2026-08-28T23:34:45Z,37.5738237,126.9785286,5.3,11.4,10.9,1.31,46.9
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,418,2026-08-28T23:34:50Z,37.5738858,126.9785539,13.5,16.2,12.4,1.15,17.9
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,419,2026-08-28T23:34:55Z,37.5738908,126.9785956,5.3,13.2,7.7,1.11,81.4
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,420,2026-08-28T23:35:00Z,37.5739175,126.9786192,8.7,17.2,9.4,0.91,35.0
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,421,2026-08-28T23:35:05Z,37.5739724,126.9786662,6.2,11.4,9.3,0.75,34.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,422,2026-08-28T23:35:10Z,37.574003,126.9786877,4.7,23.7,7.4,1.33,29.1
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,423,2026-08-28T23:35:15Z,37.5740512,126.9787325,12.2,14.9,10.9,1.57,36.4
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,424,2026-08-28T23:35:20Z,37.5740845,126.9787712,4.8,16.0,11.9,0.84,42.7
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,425,2026-08-28T23:35:25Z,37.5741313,126.9788248,13.9,13.1,19.2,1.08,42.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,426,2026-08-28T23:35:30Z,37.574178,126.9788153,9.4,14.7,10.7,0.74,350.8
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,427,2026-08-28T23:35:35Z,37.5741822,126.9788612,10.5,10.0,14.7,0.83,83.3
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,428,2026-08-28T23:35:40Z,37.5742321,126.9789049,6.7,11.0,12.2,1.13,34.8
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,429,2026-08-28T23:35:45Z,37.5742935,126.9789225,10.5,9.1,18.0,0.54,12.8
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,430,2026-08-28T23:35:50Z,37.5743051,126.9789637,5.4,16.4,17.3,0.49,70.4
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,431,2026-08-28T23:35:55Z,37.5743397,126.9790296,12.3,10.9,16.1,0.03,56.5
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,432,2026-08-28T23:36:00Z,37.5743465,126.9790055,6.5,11.5,14.2,0.3,289.7
