trip_id,status,scenario_category,ground_truth_sequence,raw_prediction_sequence,final_prediction_sequence,correct_raw,correct_final,window_count
trip_000681,PASS,multimodal,walk|rail|walk|bus|walk,walk|car|walk|bike|walk|car|bus|car|bus|car|bike|walk|bike|walk,walk|rail|walk|bike|walk|car|bus|car|bus|rail|walk|rail|walk|rail|walk|bike|walk,False,False,56
trip_000682,PASS,multimodal,walk|rail|walk,walk|car|bus|car|bike|car|walk,walk|car|bus|car|bike|car|walk,False,False,41
trip_000683,PASS,multimodal,walk|bus|walk,walk|bus|car|walk,walk|bus|car|rail|walk,False,False,45
trip_000684,PASS,multimodal,walk|rail|walk|rail|walk,walk|car|walk|car|walk|car|walk|car|walk|bike|car|walk|car|walk|car|walk,walk|car|walk|car|walk|car|rail|walk|car|rail|car|rail|bike|car|walk|car|walk|rail|walk|car|walk,False,False,43
trip_000685,PASS,multimodal,walk|bus|walk|bus|walk,walk|bike|walk|car|bike|car|bike|car|walk|bike|car|bus|car|bike|car|bike|car|bike|car|bike|car|bike|car|bike|car|bike|car|bike|walk|bike|car|bike|walk|car|bike|car|bike|car|bike|car|bike|walk,walk|rail|walk|rail|car|bus|car|rail|car|rail|car|bike|car|rail|car|bike|car|bike|car|bike|walk|bike|car|bike|rail|walk|car|rail|walk,False,False,145
trip_000686,PASS,multimodal,walk|bus|walk,walk|car|walk,walk|car|rail|walk,False,False,45
trip_000687,PASS,multimodal,walk|bus|walk|rail|walk,walk|bus|car|walk|car|walk,walk|bus|car|walk|car|rail|walk|rail|walk,False,False,60
trip_000688,PASS,multimodal,walk|bus|walk|bus|walk,walk|car|bus|car|bike|car|walk|car|bike|car|walk|bike|car|bike|walk|car|walk|car|bike|car|bike|walk,walk|rail|walk|rail|car|rail|walk|car|rail|car|walk|bike|car|rail|walk|rail|car|walk|car|bike|car|bike|walk|rail,False,False,126
trip_000689,PASS,multimodal,walk|bus|walk|rail|walk,walk|car|walk|car|walk,walk|rail|walk|rail|walk|rail|walk|rail|walk,False,False,62
trip_000690,PASS,multimodal,walk|bus|walk|bus|walk,walk|car|walk|car|bus|car|walk|car|bike|car|walk|car|bus|car|walk|car|bike|car|walk|car|walk|bike|walk|car|walk|bike|walk,walk|car|walk|rail|walk|car|rail|car|rail|walk|car|rail|car|bus|car|walk|car|rail|car|walk|bike|walk|car|walk|bike|walk,False,False,132
trip_000691,PASS,multimodal,walk|bus|walk,walk|car|walk|car|walk|car|walk,walk|car|rail|walk|rail|walk,False,False,44
trip_000692,PASS,multimodal,walk|bus|walk|bus|walk,walk|car|bike|car|bike|car|bike|car|bike|car|bus|car|walk|car|bike|car|bike|walk|car|bike|car|walk|bike|car|bike|car|bike|car|bike|walk|car|bus|car|walk|car|bike|walk,walk|rail|car|bike|car|rail|car|rail|walk|car|rail|car|bike|walk|car|bike|car|walk|bike|car|bike|car|bike|rail|walk|rail|walk|car|bike|walk,False,False,136
trip_000693,PASS,multimodal,walk|rail|walk,walk|car|walk,walk|car|walk,False,False,41
trip_000694,PASS,multimodal,walk|bus|walk,walk|car|walk|car|walk|car,walk|car|walk|car|rail|walk|rail|walk|car,False,False,41
trip_000695,PASS,multimodal,walk|rail|walk,walk|bike|walk|car|walk|bike|walk,walk|bike|walk|car|walk|bike|walk,False,False,38
trip_000696,PASS,multimodal,walk|bus|walk,walk|car|walk|car|walk,walk|car|walk|car|rail|walk,False,False,43
trip_000697,PASS,multimodal,walk|bus|walk|bus|walk,car|walk|bike|walk|car|bus|car|bus|car|bus|car|bus|car|walk|car|bus|car|walk|car|bike|car|walk|car|walk|car|bike,car|walk|bike|rail|car|rail|car|rail|car|rail|walk|car|bus|car|rail|car|walk|car|rail|walk|rail|car|walk|car|bike|rail,False,False,129
trip_000698,PASS,multimodal,walk|bus|walk|bus|walk,walk|car|bike|car|walk|car|walk|car|bus|car|walk|car|bike|car|walk|car|bike|car|bike|car|bike|walk|car|bike|car|walk|bike|car|bike|car|bike|car|bike|walk|car|bus|car|walk,walk|rail|car|rail|car|rail|walk|rail|walk|rail|walk|car|bike|car|walk|car|rail|car|bike|car|rail|bike|walk|car|bike|car|walk|bike|car|bike|car|bike|rail|walk|car|rail|walk,False,False,148
trip_000699,PASS,multimodal,walk|rail|walk,walk|car|bike|car|walk,walk|car|bike|car|walk,False,False,42
trip_000700,PASS,multimodal,walk|bus|walk|bus|walk,bike|walk|car|walk|car|walk|car|walk|car|bike|car|walk|car|walk|car|walk|car|walk|car|bus|bike|car|walk|car|walk|car|walk|car|walk|bike|walk|car|bike|car,bike|walk|rail|car|rail|walk|car|walk|car|rail|car|rail|car|walk|car|walk|car|rail|car|walk|car|walk|car|rail|bus|bike|car|walk|car|rail|walk|car|walk|car|walk|bike|walk|car|bike|rail,False,False,138
