trip_id,expected_transitions,predicted_transitions,transition_exact
trip_000651,walk->bike|bike->rail|rail->walk,car->walk|walk->bus|bus->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->bus|bus->car|car->bus|bus->car|car->rail|rail->car|car->bus|bus->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->bus|bus->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->bus|bus->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->rail,False
trip_000652,walk->car|car->walk,walk->car|car->walk|walk->car|car->walk|walk->rail|rail->car|car->bus|bus->rail|rail->walk|walk->car|car->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->bus|bus->walk|walk->car|car->walk|walk->car|car->walk,False
trip_000653,walk->car|car->walk,walk->rail|rail->walk|walk->bus|bus->car|car->bus|bus->car|car->bus|bus->bike|bike->car|car->bike|bike->bus|bus->bike|bike->car|car->bike|bike->walk|walk->car|car->walk|walk->bus|bus->car|car->bus|bus->car|car->bike|bike->bus|bus->car|car->bus|bus->car|car->bus|bus->car|car->bike|bike->car|car->bike|bike->car|car->bike|bike->bus|bus->bike|bike->walk|walk->bike|bike->car|car->rail|rail->walk|walk->rail|rail->walk|walk->bike|bike->walk,False
trip_000654,walk->bike|bike->walk,walk->bike|bike->rail|rail->bike|bike->rail|rail->walk|walk->bike|bike->rail|rail->walk,False
trip_000655,walk->rail|rail->bus|bus->walk,walk->bike|bike->walk|walk->bike|bike->walk|walk->car|car->bus|bus->car|car->bus|bus->car|car->bus|bus->car|car->bus|bus->rail|rail->car|car->rail|rail->walk|walk->rail|rail->walk,False
trip_000656,walk->bike|bike->walk,walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->bus|bus->rail|rail->car|car->walk|walk->car|car->bus|bus->rail|rail->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk,False
trip_000657,walk->bike|bike->walk,walk->rail|rail->bike|bike->rail|rail->bike|bike->rail|rail->walk,False
trip_000658,walk->bus|bus->rail|rail->bus|bus->walk,walk->car|car->walk|walk->bus|bus->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->bus|bus->walk|walk->rail|rail->bus|bus->car|car->bus|bus->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk,False
trip_000659,walk->rail|rail->walk,walk->rail|rail->walk|walk->rail|rail->walk|walk->bike|bike->walk,False
trip_000660,walk->bike|bike->rail|rail->walk,walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->car|car->walk|walk->bike|bike->walk|walk->rail|rail->bike|bike->car|car->bike|bike->car|car->bike|bike->car|car->bike|bike->car|car->bike|bike->walk|walk->rail|rail->bike|bike->rail|rail->bike|bike->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000661,walk->bike|bike->walk,walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->bus|bus->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->bus|bus->car|car->rail|rail->car|car->bus|bus->car|car->bus|bus->car|car->bus|bus->car|car->rail|rail->walk|walk->car|car->bus|bus->car|car->bus|bus->car|car->bus|bus->walk|walk->rail|rail->bus|bus->car|car->bus|bus->car|car->walk|walk->car|car->bus|bus->car|car->walk|walk->car|car->bus|bus->car|car->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk,False
trip_000662,walk->bus|bus->walk,walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->car|car->walk|walk->rail,False
trip_000663,walk->bus|bus->rail|rail->bus|bus->walk,walk->rail|rail->bike|bike->rail|rail->walk,False
trip_000664,walk->bus|bus->walk,walk->bike|bike->walk|walk->rail|rail->bike|bike->rail|rail->bike|bike->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000665,walk->bike|bike->walk,walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->bike|bike->walk|walk->rail|rail->walk|walk->rail|rail->car|car->walk|walk->bike|bike->walk,False
trip_000666,walk->rail|rail->walk,car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->rail|rail->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->bus|bus->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car,False
trip_000667,walk->rail|rail->bus|bus->walk,walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->bus|bus->car|car->rail|rail->car|car->bus|bus->rail|rail->walk|walk->car|car->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->bus|bus->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail,False
trip_000668,walk->bike|bike->rail|rail->walk,walk->rail|rail->bike|bike->rail|rail->bike|bike->walk|walk->rail|rail->bike|bike->car|car->rail|rail->walk,False
trip_000669,walk->bus|bus->rail|rail->bus|bus->walk,walk->rail|rail->walk|walk->bike|bike->car|car->bus|bus->rail|rail->bus|bus->rail|rail->bus|bus->car|car->rail|rail->bike|bike->bus|bus->bike|bike->bus|bus->rail|rail->walk,False
trip_000670,walk->bike|bike->walk,walk->bike|bike->walk|walk->bike|bike->car|car->bus|bus->car|car->bus|bus->car|car->bus|bus->car|car->bike|bike->bus|bus->car|car->bike|bike->car|car->bike|bike->car|car->bike|bike->bus|bus->bike|bike->rail|rail->bus|bus->rail|rail->bike|bike->car|car->walk|walk->bike|bike->walk|walk->bike|bike->car|car->bike|bike->walk|walk->rail|rail->walk,False
trip_000671,walk->car|car->walk,walk->rail|rail->walk|walk->car|car->bus|bus->car|car->rail|rail->bike|bike->bus|bus->car|car->walk|walk->bike|bike->walk|walk->rail|rail->walk,False
trip_000672,walk->bus|bus->walk,walk->bus|bus->car|car->bus|bus->car|car->bus|bus->bike|bike->rail|rail->walk|walk->rail|rail->car|car->rail|rail->walk,False
trip_000673,walk->bike|bike->rail|rail->walk,walk->rail|rail->bike|bike->bus|bus->bike|bike->bus|bus->car|car->bus|bus->bike|bike->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000674,walk->bike|bike->rail|rail->walk,walk->rail|rail->walk|walk->rail|rail->walk|walk->bike|bike->rail|rail->walk|walk->bike|bike->car|car->bike|bike->walk|walk->bike|bike->walk|walk->bike|bike->rail|rail->bike|bike->rail|rail->bike|bike->rail|rail->walk|walk->bike|bike->car|car->walk|walk->rail|rail->car|car->rail|rail->walk|walk->bike|bike->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000675,walk->rail|rail->bus|bus->walk,walk->rail|rail->car|car->bike|bike->rail|rail->walk,False
trip_000676,walk->bus|bus->rail|rail->bus|bus->walk,walk->car|car->bus|bus->rail|rail->bus|bus->rail|rail->car|car->bus|bus->bike|bike->car|car->bus|bus->rail|rail->bike|bike->car|car->rail|rail->walk|walk->rail|rail->walk,False
trip_000677,walk->rail|rail->walk,walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000678,walk->bike|bike->rail|rail->walk,walk->rail|rail->bike|bike->rail|rail->bike|bike->car|car->bike|bike->walk|walk->bike|bike->rail|rail->walk|walk->bike|bike->rail|rail->walk|walk->rail|rail->walk,False
trip_000679,walk->rail|rail->walk,walk->rail|rail->walk,True
trip_000680,walk->bus|bus->walk,walk->bike|bike->walk|walk->rail|rail->walk,False
trip_000681,walk->rail|rail->walk,walk->bus|bus->car|car->bus|bus->car|car->rail|rail->walk|walk->rail|rail->walk,False
trip_000682,walk->rail|rail->bus|bus->walk,walk->bike|bike->walk|walk->rail|rail->walk|walk->bike|bike->bus|bus->car|car->rail|rail->walk,False
trip_000683,walk->bike|bike->rail|rail->walk,walk->rail|rail->walk|walk->bike|bike->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->bike|bike->rail|rail->bike|bike->rail|rail->walk,False
trip_000684,walk->bus|bus->rail|rail->bus|bus->walk,car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->rail|rail->car|car->bus|bus->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->bus|bus->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail,False
trip_000685,walk->rail|rail->bus|bus->walk,walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000686,walk->rail|rail->bus|bus->walk,walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000687,walk->rail|rail->walk,walk->rail|rail->walk,True
trip_000688,walk->rail|rail->bus|bus->walk,car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->rail|rail->bus|bus->rail|rail->bus|bus->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->rail,False
trip_000689,walk->bus|bus->rail|rail->bus|bus->walk,walk->rail|rail->car|car->rail|rail->walk|walk->rail|rail->walk,False
trip_000690,walk->rail|rail->walk,car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->car|car->bus|bus->car|car->bus|bus->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000691,walk->rail|rail->bus|bus->walk,walk->rail|rail->walk,False
trip_000692,walk->bus|bus->walk,walk->rail|rail->bike|bike->rail|rail->walk,False
trip_000693,walk->car|car->walk,walk->rail|rail->car|car->walk,False
trip_000694,walk->bike|bike->walk,car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->rail|rail->walk|walk->car|car->walk|walk->bus|bus->walk|walk->car|car->bus|bus->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car,False
trip_000695,walk->bike|bike->walk,walk->rail|rail->walk|walk->bike|bike->car|car->bike|bike->car|car->bike|bike->car|car->bike|bike->car|car->bus|bus->bike|bike->car|car->bus|bus->bike|bike->rail|rail->walk|walk->car|car->bike|bike->car|car->bike|bike->car|car->bike|bike->walk|walk->car|car->bike|bike->walk|walk->bike|bike->rail|rail->walk|walk->bike|bike->walk,False
trip_000696,walk->bus|bus->rail|rail->bus|bus->walk,walk->bus|bus->car|car->bus|bus->bike|bike->bus|bus->car|car->bike|bike->car|car->rail|rail->car|car->bus|bus->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000697,walk->bus|bus->walk,walk->rail|rail->bike|bike->car|car->rail|rail->walk,False
trip_000698,walk->rail|rail->walk,walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000699,walk->car|car->walk,walk->rail|rail->car|car->rail|rail->walk,False
trip_000700,walk->rail|rail->walk,walk->rail|rail->walk|walk->car|car->rail|rail->car|car->walk,False
